temperature,humidity,wind_speed,traffic_density,industrial_activity,AQI
21.78,77.38,10.73,1.0,45.49,161.01
19.05,72.38,7.87,3.0,22.06,161.06
30.81,67.23,7.69,9.0,67.46,175.38
19.01,80.35,12.89,4.0,60.19,172.72
25.5,66.78,7.01,9.0,73.16,234.61
21.66,66.73,11.87,6.0,47.14,215.75
28.35,83.37,10.88,1.0,55.9,186.56
27.34,76.52,10.55,3.0,45.07,193.74
32.26,47.38,5.3,3.0,51.74,205.47
21.43,69.5,8.93,4.0,19.71,159.03
23.11,50.04,5.63,10.0,56.37,202.51
18.15,67.56,8.24,4.0,57.65,173.42
21.89,67.15,12.75,8.0,39.92,194.2
27.64,39.25,,3.0,62.13,121.22
30.3,58.17,10.64,4.0,67.45,157.46
18.54,63.98,8.29,3.0,78.0,250.94
31.09,53.46,14.76,7.0,29.6,139.52
34.49,64.72,8.25,6.0,63.39,170.79
27.89,72.09,6.59,1.0,76.76,181.96
38.14,59.54,12.09,10.0,,132.66
19.58,63.37,11.37,1.0,77.9,244.58
16.29,80.75,8.37,6.0,35.48,164.91
12.55,67.1,10.3,3.0,51.39,150.5
35.47,63.01,11.33,9.0,15.46,176.26
29.58,45.63,10.61,2.0,12.65,109.72
24.61,70.07,11.38,3.0,18.93,121.54
26.96,64.95,8.48,9.0,78.37,246.82
17.12,79.26,11.58,6.0,34.49,171.96
42.12,60.7,10.05,1.0,34.54,169.24
,32.76,8.58,2.0,58.16,146.88
25.77,34.5,9.26,7.0,35.13,108.6
30.08,71.04,9.71,6.0,74.1,189.7
28.37,51.45,5.66,1.0,87.27,218.46
26.57,66.55,8.09,10.0,5.57,129.65
19.47,61.71,10.19,2.0,60.41,186.26
28.3,57.5,5.95,6.0,8.79,115.5
38.17,58.55,8.14,6.0,22.8,178.74
34.42,47.02,17.15,6.0,59.55,125.85
36.15,59.76,6.61,9.0,31.13,176.04
21.42,51.23,8.85,2.0,55.22,140.12
18.07,,7.5,10.0,50.62,166.71
24.12,55.15,9.65,10.0,17.04,105.65
25.39,56.6,,9.0,63.15,185.38
32.66,73.83,9.27,9.0,55.98,174.82
13.15,58.05,7.84,10.0,50.78,147.02
35.71,75.36,13.17,9.0,37.04,194.86
23.89,83.07,10.24,9.0,57.79,169.0
22.01,72.82,6.99,3.0,24.12,164.83
17.92,68.02,12.52,10.0,29.84,166.8
13.42,64.9,7.13,9.0,56.42,204.38
30.76,72.98,5.31,10.0,70.6,229.37
,61.34,9.99,9.0,40.46,136.2
15.97,74.77,15.72,3.0,59.14,131.26
15.93,69.21,4.52,4.0,54.1,158.34
22.65,54.6,6.01,4.0,58.29,151.78
36.68,73.44,12.26,4.0,36.16,170.41
23.18,61.37,8.07,,47.02,136.92
14.48,58.41,11.84,5.0,49.24,148.88
23.28,52.86,7.49,7.0,79.97,210.05
23.09,62.49,10.43,6.0,27.91,133.51
6.12,74.95,15.23,7.0,21.92,115.37
24.62,73.33,6.42,8.0,109.99,303.58
23.38,65.3,13.07,6.0,56.18,186.49
29.87,68.99,12.04,9.0,,212.77
37.94,79.08,5.53,4.0,62.84,211.84
32.89,57.75,11.68,5.0,65.44,207.54
23.12,43.27,10.22,9.0,67.98,188.61
17.25,79.52,10.27,9.0,65.53,211.48
43.01,52.05,11.01,2.0,72.54,186.55
25.41,49.64,8.95,2.0,53.35,167.98
25.1,33.06,10.21,9.0,71.44,230.5
24.83,68.57,10.72,6.0,87.84,240.2
26.39,35.68,12.24,8.0,53.92,194.46
23.99,48.75,5.42,8.0,59.62,139.11
20.98,68.82,13.87,8.0,38.4,155.36
21.17,70.83,6.53,5.0,46.7,200.66
24.77,50.22,12.28,10.0,57.06,180.37
21.2,57.99,10.24,4.0,42.22,164.9
20.01,46.91,6.16,3.0,51.85,152.74
25.75,51.77,11.58,4.0,56.83,195.55
23.22,63.99,7.16,8.0,80.41,182.2
35.53,52.48,13.21,4.0,32.72,133.64
6.44,56.34,7.87,8.0,58.4,176.34
32.64,38.03,5.52,8.0,37.92,140.04
33.72,76.99,14.6,1.0,65.32,193.3
10.49,67.65,10.54,9.0,66.91,143.03
22.6,71.89,12.6,3.0,83.55,179.53
22.4,79.36,7.45,6.0,41.49,212.99
15.15,47.62,4.32,3.0,52.91,171.85
19.56,54.62,15.03,9.0,66.08,165.06
17.23,31.58,9.98,1.0,63.17,173.49
37.27,107.11,11.47,7.0,0.24,189.15
,57.76,11.97,5.0,36.25,193.87
33.9,75.58,8.99,3.0,61.4,156.29
30.05,41.43,10.68,7.0,45.8,186.12
17.1,74.95,14.78,1.0,66.23,150.92
21.33,87.86,,6.0,70.84,227.78
28.43,59.1,12.83,7.0,45.73,176.15
16.45,44.84,4.03,9.0,62.02,226.05
29.99,57.92,13.37,9.0,79.12,217.7
23.32,26.6,5.43,7.0,70.37,185.55
22.38,59.43,,5.0,34.59,118.03
29.98,72.31,11.17,7.0,46.3,136.56
28.11,59.46,9.71,1.0,50.55,144.47
,55.74,9.7,7.0,31.3,177.93
33.12,67.91,9.24,10.0,71.4,219.79
17.43,69.06,7.54,4.0,37.1,201.23
29.31,35.1,9.38,2.0,47.97,126.04
29.15,61.33,16.62,6.0,71.44,205.51
22.83,96.54,13.91,7.0,40.98,186.04
27.28,39.97,7.39,7.0,43.27,185.71
16.24,58.72,10.8,8.0,56.76,167.39
31.47,89.13,10.29,5.0,41.82,185.18
23.71,76.56,9.57,10.0,80.65,261.82
21.34,52.3,6.99,10.0,31.69,98.47
32.34,63.09,11.34,8.0,4.1,114.82
20.07,59.97,12.54,4.0,66.86,138.05
15.14,48.78,,10.0,42.85,155.71
14.1,58.89,15.87,1.0,33.85,108.19
29.24,55.8,14.57,8.0,57.68,186.31
16.04,61.69,11.64,4.0,58.39,181.19
37.28,48.77,6.3,5.0,34.76,149.78
10.43,40.85,11.2,4.0,73.74,143.87
36.88,59.38,10.85,7.0,67.24,202.01
26.48,85.73,11.54,10.0,89.49,280.8
24.32,61.23,,3.0,40.83,118.28
21.19,55.03,9.47,2.0,53.13,125.15
27.79,71.31,16.14,10.0,54.67,133.26
24.74,57.63,11.22,2.0,43.46,112.26
32.72,88.02,9.13,7.0,58.06,215.1
25.8,59.94,17.2,10.0,59.57,136.31
26.05,70.51,12.49,6.0,59.58,177.54
22.45,48.68,8.64,2.0,43.47,158.99
24.6,67.55,10.25,8.0,45.81,120.72
27.15,64.13,11.91,6.0,38.66,180.88
13.03,,9.55,8.0,34.98,181.64
15.56,52.47,10.4,6.0,48.72,201.05
30.2,50.43,7.55,4.0,80.33,244.92
26.2,64.24,4.94,8.0,90.78,304.1
23.71,69.43,10.32,4.0,76.28,390.91
25.13,58.09,10.42,6.0,40.72,175.89
27.43,64.31,11.58,5.0,58.15,174.92
21.22,59.43,8.27,4.0,9.06,131.98
19.55,61.48,5.98,7.0,46.9,178.94
26.37,56.99,7.1,8.0,42.23,127.28
18.15,60.27,13.17,6.0,87.49,169.11
27.86,100.47,8.0,1.0,55.21,258.37
13.08,64.67,8.67,7.0,51.01,176.32
32.2,69.68,9.06,4.0,48.63,217.27
28.31,66.57,8.14,2.0,44.18,155.58
26.79,56.06,7.92,3.0,60.63,160.34
31.88,79.41,7.39,10.0,36.75,185.87
36.66,55.63,14.2,4.0,,195.07
32.1,75.83,12.04,7.0,78.64,258.05
12.11,54.99,13.74,9.0,52.25,159.6
16.04,,14.35,10.0,43.71,154.46
20.63,65.48,2.95,6.0,48.49,184.33
25.18,43.43,11.03,10.0,74.01,226.63
28.62,68.03,8.24,5.0,52.78,223.43
19.92,42.09,13.35,9.0,37.81,111.34
26.31,55.21,7.78,8.0,66.17,206.13
19.71,38.52,6.84,8.0,35.79,114.86
20.72,102.36,5.7,8.0,45.33,233.56
15.15,35.19,9.09,8.0,54.58,142.48
18.54,60.15,12.74,8.0,33.86,121.15
15.54,77.15,10.77,10.0,14.27,85.76
18.17,75.55,6.39,10.0,58.99,233.29
32.38,72.77,16.46,7.0,6.16,120.14
18.35,55.24,11.95,2.0,31.47,132.66
43.43,80.27,12.33,2.0,65.56,230.61
28.45,73.7,13.86,5.0,58.38,165.72
26.29,63.18,5.08,6.0,46.84,159.26
18.99,63.61,7.27,9.0,32.09,171.07
29.9,55.44,12.47,1.0,41.38,173.63
20.97,46.36,7.57,7.0,61.53,190.99
25.85,78.56,9.17,7.0,47.35,227.69
42.92,79.68,9.77,8.0,25.3,186.03
24.33,46.74,6.17,1.0,32.4,149.72
33.04,57.69,8.92,10.0,41.31,191.68
20.08,57.85,12.74,4.0,57.34,158.66
24.76,59.51,12.19,10.0,52.09,141.71
37.4,60.96,13.34,5.0,25.07,137.89
20.61,74.2,13.03,2.0,76.94,219.12
37.69,48.79,11.22,2.0,35.14,119.05
29.95,47.3,10.98,4.0,58.82,132.99
21.06,78.55,10.76,3.0,31.05,134.83
29.43,53.06,8.12,7.0,99.64,271.03
31.81,41.05,6.91,7.0,76.5,213.82
29.35,52.72,7.93,2.0,34.51,142.41
14.01,55.05,9.02,5.0,51.77,136.92
19.91,83.32,8.03,5.0,29.42,170.97
23.27,73.87,11.24,8.0,42.88,176.52
24.48,77.21,10.61,8.0,58.46,208.98
29.34,72.3,10.93,4.0,66.9,263.32
26.24,74.19,11.05,10.0,25.23,167.09
15.65,49.68,13.59,1.0,35.03,100.8
27.66,57.02,9.97,6.0,68.84,159.0
29.27,45.15,13.03,7.0,76.48,173.88
28.92,56.84,11.55,1.0,34.54,126.87
32.57,70.26,13.39,8.0,69.14,224.5
30.84,62.02,14.84,9.0,25.29,120.54
28.21,79.67,11.73,8.0,44.05,155.91
24.51,42.88,10.31,3.0,27.11,132.46
13.37,,10.29,9.0,41.89,146.14
28.01,,8.59,10.0,88.19,228.59
26.45,61.41,8.49,3.0,,148.73
26.9,71.11,12.71,4.0,44.36,152.15
16.06,56.78,7.11,6.0,38.7,138.54
17.43,68.27,14.84,7.0,44.0,163.7
32.37,45.6,,8.0,33.83,141.38
24.72,35.04,18.59,7.0,52.74,100.03
29.77,68.36,7.92,3.0,49.35,147.69
25.2,86.16,10.75,2.0,40.85,165.61
25.21,45.06,8.94,2.0,39.09,103.35
31.57,78.33,7.62,9.0,53.66,195.5
21.39,60.65,13.19,7.0,35.41,148.56
25.67,39.96,,7.0,45.2,125.94
21.76,43.03,7.97,5.0,40.98,165.0
21.96,60.24,11.76,6.0,5.88,140.38
22.84,53.93,12.23,7.0,67.2,207.83
26.55,40.31,5.82,9.0,13.35,136.8
21.65,34.59,11.75,10.0,14.63,110.39
33.79,47.3,10.39,4.0,67.91,189.41
18.74,62.91,7.25,6.0,27.83,154.9
23.69,59.9,,1.0,8.47,97.63
21.92,52.48,3.9,7.0,76.75,211.28
35.13,63.03,15.15,4.0,37.24,150.34
26.38,75.6,13.05,2.0,74.29,218.25
32.22,65.91,6.13,4.0,31.69,122.73
14.6,58.18,12.4,8.0,17.13,119.84
26.87,73.92,8.28,2.0,43.57,199.51
31.23,,12.74,1.0,25.84,99.72
25.58,56.63,8.51,1.0,58.09,170.49
32.46,,8.91,7.0,63.52,146.83
21.38,41.45,9.13,7.0,68.59,179.34
34.87,53.7,8.03,4.0,43.77,126.9
41.09,28.88,14.2,5.0,77.61,162.34
22.46,88.68,12.7,5.0,31.45,159.46
21.88,45.94,10.33,7.0,52.68,143.13
35.17,83.79,,3.0,47.23,177.6
36.06,60.57,5.12,5.0,89.45,248.5
21.34,68.47,6.31,7.0,74.16,215.11
22.06,52.67,11.42,7.0,50.64,162.51
23.03,63.12,12.21,9.0,53.97,127.66
15.59,69.76,10.84,4.0,80.71,201.89
18.57,69.97,4.35,1.0,34.97,104.82
,71.62,6.81,5.0,9.34,118.0
19.63,54.48,11.25,4.0,30.65,174.73
24.76,52.79,17.28,3.0,41.71,151.97
26.64,36.09,13.65,7.0,77.22,140.34
35.85,67.85,14.73,9.0,70.72,189.31
18.01,76.24,11.02,4.0,49.12,167.23
31.89,84.24,11.0,6.0,59.33,217.51
23.5,64.58,6.9,1.0,35.82,174.7
24.65,48.5,12.86,1.0,91.77,238.32
,34.54,9.78,3.0,74.26,152.6
17.14,75.63,12.08,5.0,51.07,177.15
27.68,,10.09,6.0,48.53,99.82
26.17,54.89,10.84,9.0,64.03,195.49
28.45,56.64,9.74,9.0,48.86,183.72
27.02,58.96,10.67,10.0,13.57,126.26
42.19,60.54,13.0,1.0,80.67,222.01
20.54,62.07,6.2,2.0,73.37,179.35
21.28,23.77,5.52,8.0,57.44,123.89
20.64,60.22,11.28,5.0,41.61,125.96
21.11,26.56,14.32,3.0,50.2,129.54
20.54,70.98,15.08,9.0,-2.88,130.71
33.32,51.67,6.33,2.0,27.85,119.35
34.94,27.64,8.79,7.0,85.34,179.28
21.0,47.79,5.56,10.0,60.35,187.66
19.17,51.45,8.35,8.0,11.03,198.83
28.3,77.86,13.37,,33.45,139.2
21.13,62.95,9.96,1.0,11.49,134.51
29.43,65.17,8.88,3.0,34.39,149.18
26.42,77.72,11.64,8.0,46.7,165.9
14.39,58.56,7.61,4.0,82.03,170.46
35.83,71.31,14.78,5.0,65.7,184.91
37.57,70.26,10.02,9.0,43.96,203.59
20.71,40.7,8.79,4.0,44.94,119.02
22.29,82.09,11.76,9.0,33.99,167.34
27.0,38.7,12.82,6.0,71.81,149.81
27.34,73.76,14.79,7.0,74.19,192.15
29.61,37.24,9.37,8.0,23.23,82.22
39.07,69.02,13.26,10.0,15.59,531.03
23.76,87.93,10.3,10.0,43.63,196.37
19.41,56.81,8.17,1.0,46.08,144.49
15.34,56.15,7.67,9.0,55.17,206.5
19.88,69.16,6.71,2.0,16.51,128.45
24.77,55.06,7.77,3.0,35.69,156.65
37.56,87.27,13.35,1.0,48.35,221.68
21.38,62.88,12.12,10.0,34.42,184.6
26.57,55.2,6.28,3.0,67.16,162.51
24.89,51.9,4.76,2.0,87.37,215.79
33.32,46.01,6.66,7.0,39.23,188.12
42.69,50.58,7.67,7.0,67.78,174.41
21.28,54.74,9.09,6.0,42.86,146.26
21.57,52.69,13.52,10.0,31.4,123.69
32.31,50.13,,4.0,35.76,158.32
29.77,91.48,15.04,3.0,65.37,221.55
37.93,44.55,4.96,7.0,37.17,188.2
29.09,62.2,8.95,3.0,41.08,160.27
,68.89,12.36,9.0,27.12,115.89
29.13,69.45,12.54,10.0,62.68,185.43
32.76,59.12,8.99,8.0,59.16,162.35
30.74,56.39,13.01,7.0,79.1,182.21
28.55,66.77,12.44,2.0,61.93,196.35
32.47,64.0,7.95,10.0,58.26,161.39
33.19,56.12,10.94,3.0,61.67,163.27
34.68,36.57,12.11,8.0,44.88,165.53
29.54,52.98,8.17,3.0,52.2,183.38
23.83,42.8,15.08,8.0,68.62,144.57
26.03,49.99,7.49,4.0,33.6,117.53
33.45,60.5,10.43,5.0,84.03,253.74
19.28,65.38,6.25,9.0,62.76,206.96
27.58,86.71,,10.0,90.42,229.54
22.25,51.94,6.8,2.0,,127.43
25.2,71.62,9.12,3.0,26.49,171.06
33.95,64.59,5.24,1.0,57.44,168.22
26.34,79.44,12.4,8.0,52.47,161.84
25.33,68.64,11.07,9.0,40.86,169.48
15.48,44.87,13.26,10.0,24.61,76.73
30.22,34.15,8.96,9.0,44.64,129.64
29.52,,13.4,3.0,54.34,155.01
40.14,52.07,10.12,5.0,23.83,67.06
22.85,45.3,10.34,9.0,41.79,146.1
26.53,40.99,16.34,5.0,57.65,157.6
26.75,62.41,8.55,1.0,65.75,234.46
36.04,82.62,13.68,1.0,44.28,184.5
24.33,53.87,11.44,4.0,33.98,106.54
26.95,68.85,8.28,7.0,52.3,172.37
29.26,58.47,6.05,7.0,45.86,219.62
26.31,40.66,6.9,7.0,20.7,131.47
21.87,71.02,13.39,6.0,40.99,179.15
,43.58,15.2,1.0,38.2,101.35
32.52,60.32,10.27,,50.46,160.86
17.81,54.88,10.43,5.0,35.33,132.24
25.93,73.4,12.33,4.0,39.03,177.84
20.1,44.13,10.22,4.0,46.36,128.45
33.37,65.86,13.3,9.0,62.77,204.16
14.34,47.4,10.87,7.0,51.86,147.97
21.09,52.33,10.41,9.0,103.3,197.81
27.64,5.47,7.9,7.0,24.7,91.52
35.96,91.38,7.16,10.0,68.23,265.22
24.54,68.26,0.52,3.0,48.44,189.28
21.11,48.49,13.7,10.0,22.12,104.01
38.17,43.13,9.56,4.0,42.43,182.65
14.86,52.57,8.8,9.0,19.73,128.82
9.61,70.75,4.14,1.0,51.65,138.3
28.08,31.62,8.08,3.0,43.9,126.36
21.49,57.88,7.68,4.0,36.3,151.85
17.85,86.56,7.62,4.0,28.8,164.68
29.96,42.99,11.0,7.0,70.33,190.82
26.71,61.21,10.37,4.0,46.81,154.57
21.05,93.05,5.92,10.0,54.19,207.68
16.04,69.48,6.11,8.0,53.54,184.23
31.11,61.89,6.1,1.0,52.16,195.13
29.55,67.6,15.43,3.0,43.47,130.52
24.31,53.99,14.48,10.0,80.35,190.69
,79.49,7.44,10.0,94.73,267.4
17.51,54.01,4.07,6.0,78.96,192.4
14.32,30.61,10.38,3.0,50.43,136.7
20.16,54.13,10.14,8.0,49.05,165.37
24.68,45.5,10.95,7.0,71.86,126.39
26.7,55.78,,5.0,34.85,135.28
23.31,56.11,11.36,2.0,84.21,229.57
27.46,77.96,6.65,5.0,65.83,246.44
16.24,70.43,10.88,9.0,44.41,178.97
35.11,63.95,12.56,5.0,55.64,205.38
24.42,59.96,7.83,3.0,62.54,176.48
32.82,44.12,10.9,7.0,41.45,157.02
27.4,27.28,8.34,3.0,,166.27
28.2,61.7,15.99,8.0,75.46,204.95
28.99,71.92,6.02,5.0,44.75,224.56
28.13,58.37,13.47,5.0,40.49,166.49
29.5,51.98,4.99,6.0,47.89,160.33
34.3,66.97,15.38,10.0,26.86,177.89
26.38,58.75,6.58,6.0,16.65,134.3
29.96,85.29,10.57,3.0,41.33,188.34
24.37,78.49,5.11,7.0,30.8,162.01
35.08,74.39,5.95,9.0,85.41,262.0
20.27,71.37,12.69,1.0,40.88,153.62
37.61,40.65,13.08,4.0,59.11,183.61
24.72,69.94,10.72,4.0,37.44,137.78
14.98,65.64,12.22,1.0,85.64,217.77
25.9,69.1,13.13,6.0,46.12,97.56
20.23,67.39,7.95,2.0,25.13,117.24
30.88,66.79,5.8,6.0,63.41,166.99
20.43,100.51,9.96,1.0,55.19,203.46
21.88,58.86,8.27,10.0,74.06,224.78
11.77,74.05,11.17,5.0,46.92,157.02
21.83,52.94,11.64,6.0,52.16,186.24
8.03,71.86,7.96,10.0,19.85,113.53
13.91,74.09,12.11,2.0,66.71,142.43
30.32,65.47,11.96,1.0,51.25,178.0
30.5,85.04,12.17,7.0,47.52,210.48
27.98,46.74,8.78,1.0,45.41,144.31
18.23,52.69,12.34,7.0,44.35,184.41
24.67,63.19,11.56,1.0,66.98,187.82
24.97,73.21,11.92,9.0,31.49,159.19
16.89,62.69,15.03,5.0,64.87,152.91
35.52,79.29,10.98,6.0,17.89,109.56
31.14,50.07,8.18,7.0,11.67,106.47
23.45,42.89,6.67,1.0,78.21,222.04
25.19,64.62,13.38,8.0,29.54,138.43
26.46,58.84,11.07,6.0,52.12,151.63
10.71,68.14,15.01,2.0,44.64,110.5
23.27,59.59,3.91,1.0,56.88,189.79
20.23,54.9,12.73,1.0,51.03,112.12
17.99,58.88,9.22,4.0,70.86,190.19
23.03,60.43,8.94,3.0,21.42,109.51
37.58,55.43,7.71,6.0,63.42,182.33
29.49,56.95,12.7,10.0,48.97,175.28
21.0,53.95,11.84,8.0,19.35,87.41
29.01,72.85,6.57,,39.4,162.6
34.8,62.91,10.49,7.0,17.92,90.57
,93.85,12.12,8.0,16.54,147.02
25.42,62.41,10.53,5.0,41.27,161.28
20.47,51.74,13.32,8.0,73.73,195.23
29.89,100.06,9.13,1.0,56.25,231.09
27.75,66.2,3.24,2.0,75.99,229.05
31.27,74.85,10.56,4.0,51.52,165.48
29.45,68.88,10.54,1.0,81.0,157.54
32.35,69.35,10.93,5.0,78.93,232.28
21.25,68.03,13.32,10.0,31.0,124.61
34.22,43.47,4.14,3.0,51.42,127.45
26.38,65.51,9.28,2.0,35.55,189.71
39.53,40.13,7.23,7.0,47.1,155.34
20.18,57.38,6.38,2.0,83.16,212.51
37.15,49.12,9.78,9.0,37.17,152.55
26.39,65.36,12.11,6.0,26.28,129.04
20.44,65.01,10.9,8.0,27.6,122.91
21.61,67.22,,3.0,42.09,139.48
22.76,64.31,9.56,5.0,124.91,314.42
27.97,50.9,12.79,3.0,79.46,143.7
28.66,56.08,12.05,9.0,-7.46,72.26
20.98,73.81,8.34,1.0,49.28,142.37
24.83,76.02,8.15,8.0,37.42,177.75
40.0,42.8,4.85,6.0,69.73,182.34
37.09,37.04,8.71,7.0,26.42,108.47
28.05,49.1,4.79,2.0,29.27,147.46
25.27,75.68,16.2,7.0,38.57,192.76
25.84,78.22,7.43,1.0,36.17,365.98
29.29,46.13,13.33,7.0,63.03,120.67
17.84,64.61,15.45,8.0,43.31,140.1
23.2,87.52,10.65,2.0,70.06,221.57
13.32,66.23,9.7,10.0,33.79,136.32
27.79,81.32,6.03,2.0,67.32,221.91
29.53,74.98,8.49,3.0,26.86,130.59
21.62,46.35,14.81,10.0,,213.47
36.02,57.15,11.05,4.0,40.0,160.18
16.42,60.52,10.09,8.0,67.83,166.55
14.75,61.56,13.94,3.0,1.18,55.78
26.57,73.74,12.09,6.0,34.33,152.73
32.33,66.13,9.56,10.0,73.37,222.99
36.79,15.96,10.65,8.0,45.96,89.99
21.79,40.31,7.7,10.0,15.97,105.7
32.55,27.19,8.32,2.0,35.86,131.95
24.73,62.63,9.38,4.0,57.67,176.76
23.79,63.61,11.67,1.0,33.78,142.88
31.19,64.25,,8.0,73.22,245.54
29.57,45.62,10.23,1.0,71.7,90.15
13.97,70.11,8.83,9.0,63.35,189.04
35.34,70.74,7.3,6.0,70.62,149.03
34.66,41.17,8.85,3.0,39.7,130.95
20.62,38.01,3.04,8.0,79.74,225.89
27.77,60.0,7.73,2.0,71.51,183.49
28.46,86.88,6.7,3.0,47.42,160.69
26.82,85.5,9.16,7.0,17.47,163.15
21.15,68.45,3.16,1.0,2.67,113.37
20.3,49.05,10.57,9.0,69.79,177.2
24.82,73.3,12.73,10.0,17.78,179.82
33.21,53.21,9.65,9.0,31.57,100.06
28.81,48.49,11.5,3.0,59.54,137.15
22.41,27.84,8.46,4.0,24.0,102.21
30.4,61.54,5.34,2.0,98.69,261.03
5.06,50.55,10.01,10.0,54.75,122.05
33.04,61.45,12.04,1.0,79.56,178.77
12.82,25.51,6.03,8.0,70.85,154.97
22.46,62.55,8.6,9.0,-0.76,94.85
17.16,23.53,9.26,9.0,64.89,160.89
15.94,76.32,18.55,10.0,49.68,147.26
33.13,67.83,10.67,5.0,48.75,180.07
21.73,55.82,4.28,5.0,49.49,131.83
27.43,68.44,3.54,5.0,71.09,210.72
24.67,45.33,12.19,6.0,82.91,180.39
28.34,61.09,17.46,4.0,26.16,127.36
25.54,71.92,9.16,2.0,51.55,227.72
16.02,13.59,8.98,2.0,78.04,164.28
31.97,53.29,11.29,6.0,45.85,127.98
21.54,59.66,7.61,5.0,54.06,178.14
14.1,57.06,2.37,4.0,54.35,165.39
22.0,81.86,13.11,6.0,92.3,211.42
35.51,43.14,8.16,4.0,64.97,155.05
30.95,50.68,13.15,10.0,91.41,188.14
22.56,31.26,7.72,4.0,84.87,146.73
22.56,82.65,10.37,6.0,45.46,134.26
22.75,56.31,12.56,4.0,56.02,164.59
39.54,53.42,13.21,9.0,91.04,199.81
27.67,59.21,10.7,7.0,27.17,130.33
28.01,69.54,10.55,6.0,65.22,161.83
32.21,65.21,11.86,3.0,65.42,189.5
26.67,99.72,11.39,4.0,44.47,159.96
23.19,66.81,6.13,2.0,42.39,119.4
23.63,53.02,6.18,3.0,45.14,184.82
24.5,51.58,3.67,1.0,64.05,177.91
24.74,54.11,12.3,9.0,79.46,177.74
30.09,37.47,8.81,10.0,64.78,160.57
25.36,60.6,12.46,3.0,24.84,102.27
30.13,71.75,11.21,8.0,80.12,219.35
24.43,50.8,6.99,4.0,73.86,141.82
25.55,47.89,9.64,,45.09,95.44
11.01,82.74,8.64,7.0,36.91,154.87
31.41,38.6,8.17,4.0,31.84,73.03
27.43,28.98,12.75,7.0,71.49,102.0
31.99,42.71,17.53,8.0,12.41,100.44
4.73,36.89,13.35,10.0,71.98,148.53
39.62,65.79,9.92,3.0,40.97,156.99
24.02,54.59,13.78,5.0,55.7,115.92
32.76,56.7,15.14,3.0,-18.43,83.82
17.72,77.29,5.82,7.0,,154.27
29.29,49.63,13.67,6.0,,85.57
17.63,,12.31,1.0,31.75,118.24
20.63,82.67,13.56,10.0,65.17,176.48
38.4,53.17,12.44,5.0,56.06,154.87
23.67,71.06,9.32,4.0,88.68,237.59
26.52,56.37,16.1,2.0,60.27,132.69
31.09,73.86,11.02,1.0,37.0,166.6
28.47,36.43,8.7,7.0,74.47,126.65
26.05,35.32,11.52,7.0,40.74,100.86
27.55,54.13,12.92,6.0,39.59,117.6
41.82,46.67,10.28,5.0,50.04,135.99
24.6,52.25,11.18,9.0,82.38,188.8
26.41,56.71,10.27,2.0,71.02,174.34
32.35,70.8,8.02,3.0,70.4,199.22
32.74,53.89,7.53,9.0,89.21,235.24
33.31,47.64,5.79,2.0,69.92,194.9
29.47,54.73,14.55,3.0,25.43,64.37
17.0,48.46,9.33,6.0,60.77,154.71
36.43,45.99,-0.28,10.0,82.46,205.19
16.98,35.8,11.19,7.0,19.64,103.25
27.12,61.04,11.13,2.0,49.69,176.6
19.72,51.47,4.4,8.0,28.64,149.83
24.55,74.49,7.5,9.0,52.57,225.3
27.3,38.29,7.37,1.0,72.7,180.24
27.25,51.87,7.77,6.0,76.85,210.37
27.95,87.19,13.64,4.0,46.32,140.38
36.3,45.91,9.55,10.0,63.23,169.4
28.17,56.45,8.72,10.0,19.92,136.77
23.29,41.76,13.37,5.0,15.03,84.54
31.75,39.77,11.49,6.0,72.39,139.3
33.33,83.21,4.78,6.0,-10.53,88.13
16.41,62.57,8.15,7.0,36.25,89.33
29.18,62.01,10.97,9.0,63.54,183.67
29.91,34.56,,4.0,54.41,114.38
22.92,65.38,16.09,9.0,-6.72,85.49
34.63,77.36,10.34,1.0,60.51,195.48
23.95,77.24,7.74,9.0,32.77,157.68
25.88,70.02,6.63,8.0,52.42,183.58
23.79,43.06,12.78,2.0,37.52,129.6
25.11,64.7,8.06,7.0,36.16,170.74
17.33,70.01,11.14,7.0,14.01,48.97
14.92,33.08,6.55,2.0,42.82,128.8
36.16,43.18,10.21,8.0,74.72,188.52
19.07,73.32,8.09,6.0,41.55,157.98
18.06,73.14,9.05,6.0,42.46,160.23
9.93,36.77,7.61,5.0,35.91,95.59
20.53,71.93,13.08,8.0,24.28,58.23
15.74,61.43,8.53,10.0,30.04,112.0
36.49,71.72,9.57,9.0,54.43,132.73
32.07,50.48,9.71,5.0,99.18,166.66
20.18,69.68,14.84,1.0,69.51,186.18
40.77,72.66,12.67,6.0,62.4,166.49
31.87,54.73,12.37,1.0,89.83,193.28
22.73,60.27,5.27,5.0,59.36,169.31
7.5,50.27,8.03,6.0,71.49,193.29
41.04,84.77,13.57,3.0,54.28,175.4
15.27,58.2,6.49,1.0,59.04,137.44
13.48,46.17,10.25,2.0,21.83,120.94
32.16,49.26,6.8,3.0,43.8,125.9
42.08,61.9,7.11,3.0,38.76,159.72
34.69,71.3,,2.0,37.7,142.2
28.95,39.96,12.16,6.0,36.53,78.08
29.16,87.71,12.95,7.0,78.62,229.42
30.97,64.63,12.35,5.0,42.63,172.36
30.31,67.0,9.58,7.0,47.11,127.49
26.97,58.54,7.93,,95.29,207.31
25.73,60.29,8.79,5.0,65.51,202.79
24.56,57.78,9.42,3.0,50.16,100.95
